City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,La Asuncion,VE,2020-04-20 01:38:13,11.03,-63.86,80.6,78,1,18.34
306,Port Hedland,AU,2020-04-20 01:38:13,-20.32,118.57,87.8,70,75,8.05
307,Sur,OM,2020-04-20 01:36:29,22.57,59.53,86.29,41,0,6.08
308,Klyuchi,RU,2020-04-20 01:38:14,52.27,79.17,63.97,28,0,4.05
309,Acapulco,MX,2020-04-20 01:38:14,16.86,-99.89,78.8,88,5,5.82
310,Luanda,AO,2020-04-20 01:38:14,-8.84,13.23,78.8,94,75,5.82
311,Aykhal,RU,2020-04-20 01:38:14,66.0,111.5,26.6,35,7,4.47
312,Tura,IN,2020-04-20 01:38:14,25.52,90.22,79.81,63,97,6.87
313,Arzgir,RU,2020-04-20 01:38:15,45.37,44.22,52.48,79,89,6.22
314,Arman,RU,2020-04-20 01:38:15,59.7,150.17,16.16,85,0,7.25
315,Katherine,AU,2020-04-20 01:38:15,-14.47,132.27,91.4,46,88,5.82
316,Leshukonskoye,RU,2020-04-20 01:38:15,64.9,45.76,32.36,96,99,3.87
317,Inhambane,MZ,2020-04-20 01:38:15,-23.86,35.38,72.72,84,9,9.95
318,Minsk,BY,2020-04-20 01:33:45,53.9,27.57,26.6,86,40,6.71
319,Kummersbruck,DE,2020-04-20 01:38:16,49.42,11.89,44.6,81,1,5.82
320,Zwedru,LR,2020-04-20 01:38:16,6.07,-8.13,73.56,92,100,2.62
321,Tombouctou,ML,2020-04-20 01:38:16,20.0,-3.0,75.58,19,0,12.37
322,Matamoros,MX,2020-04-20 01:35:28,25.53,-103.25,93.2,7,75,11.41
323,San Matias,BO,2020-04-20 01:38:16,-16.37,-58.4,73.89,86,44,2.48
324,Sao Pedro,BR,2020-04-20 01:37:35,-22.55,-47.91,60.26,79,1,5.75
325,Puerto Narino,CO,2020-04-20 01:38:17,-3.77,-70.38,77.0,100,20,1.61
326,Puerto Vallarta,MX,2020-04-20 01:33:42,20.62,-105.23,75.2,78,40,11.41
327,Karaton,ID,2020-04-20 01:38:17,-6.34,106.1,86.0,74,20,6.93
328,Hualmay,PE,2020-04-20 01:38:17,-11.1,-77.61,70.05,78,6,7.16
329,Yining,CN,2020-04-20 01:38:17,29.04,114.56,64.22,71,100,4.61
330,Haines Junction,CA,2020-04-20 01:38:18,60.75,-137.51,43.29,58,74,8.57
331,Guerrero,MX,2020-04-20 01:38:18,17.67,-100.0,71.11,46,10,2.75
332,Gizo,SB,2020-04-20 01:38:18,-8.1,156.84,84.02,72,83,2.73
333,Rocha,UY,2020-04-20 01:38:18,-34.48,-54.33,59.86,83,0,6.62
334,Oxapampa,PE,2020-04-20 01:38:18,-10.58,-75.4,56.41,49,17,3.51
335,Esperance,AU,2020-04-20 01:38:18,-33.87,121.9,60.8,67,0,12.75
336,Kulhudhuffushi,MV,2020-04-20 01:36:37,6.62,73.07,86.56,68,28,8.99
337,Tvedestrand,NO,2020-04-20 01:38:19,58.62,8.93,36.0,62,0,6.93
338,Vorukh,TJ,2020-04-20 01:38:19,39.85,70.58,56.37,23,0,1.19
339,Fredericksburg,US,2020-04-20 01:37:24,38.3,-77.46,60.8,67,1,3.36
340,Dudesti,RO,2020-04-20 01:38:19,44.9,27.43,49.6,70,100,13.24
341,Shizunai,JP,2020-04-20 01:38:19,42.33,142.37,47.52,60,100,19.15
342,Necochea,AR,2020-04-20 01:38:19,-38.55,-58.74,54.0,97,95,1.99
343,La Ronge,CA,2020-04-20 01:38:20,55.1,-105.28,37.4,44,75,14.99
344,Carson City,US,2020-04-20 01:38:20,39.16,-119.77,57.2,24,75,12.75
345,Rio Cuarto,AR,2020-04-20 01:38:20,-33.13,-64.35,68.0,56,0,8.05
346,Katsuura,JP,2020-04-20 01:35:36,35.13,140.3,51.8,93,75,6.93
347,Wanaka,NZ,2020-04-20 01:38:21,-44.7,169.15,52.02,49,69,6.51
348,Jiwani,PK,2020-04-20 01:38:21,25.05,61.74,80.56,75,6,9.42
349,Trairi,BR,2020-04-20 01:33:31,-3.28,-39.27,78.84,83,8,2.42
350,Turukhansk,RU,2020-04-20 01:38:21,65.82,87.98,40.28,66,100,20.89
351,Iguape,BR,2020-04-20 01:38:21,-24.71,-47.56,66.7,85,8,2.37
352,Havelock,US,2020-04-20 01:37:03,34.88,-76.9,68.0,77,90,6.93
353,Gimbi,ET,2020-04-20 01:38:22,9.17,35.83,61.45,24,99,1.36
354,Porto Walter,BR,2020-04-20 01:38:22,-8.27,-72.74,69.1,66,0,2.17
355,Doetinchem,NL,2020-04-20 01:38:22,51.95,6.28,46.99,52,0,7.0
356,Humaita,BR,2020-04-20 01:38:22,-7.51,-63.02,74.71,96,100,0.94
357,Kolvereid,NO,2020-04-20 01:38:22,64.87,11.6,40.01,85,99,4.56
358,Ribas Do Rio Pardo,BR,2020-04-20 01:38:23,-20.44,-53.76,67.93,83,2,5.46
359,Tucumcari,US,2020-04-20 01:38:23,35.17,-103.72,73.4,17,75,9.17
360,Santiago Del Estero,AR,2020-04-20 01:38:23,-27.8,-64.26,67.91,47,0,7.81
361,Las Palmas,ES,2020-04-20 01:37:00,28.42,-14.01,64.4,72,75,6.93
362,Businga,CD,2020-04-20 01:38:23,3.33,20.88,72.12,80,91,2.62
363,Parkes,AU,2020-04-20 01:38:24,-33.13,148.18,66.99,43,100,1.01
364,Onoda,JP,2020-04-20 01:38:24,34.0,131.18,62.6,67,75,13.87
365,Helsinki,FI,2020-04-20 01:38:24,60.17,24.94,43.0,85,18,6.93
366,Cortez,US,2020-04-20 01:34:26,37.35,-108.59,60.8,21,75,13.87
367,Zeya,RU,2020-04-20 01:38:24,53.75,127.27,27.37,84,100,15.9
368,Fort Nelson,CA,2020-04-20 01:38:24,58.81,-122.7,62.6,76,75,8.05
369,Nemuro,JP,2020-04-20 01:38:25,43.32,145.57,41.0,75,75,11.41
370,Riyadh,SA,2020-04-20 01:34:30,24.69,46.72,73.4,53,100,2.24
371,Baykit,RU,2020-04-20 01:38:25,61.67,96.37,35.87,75,6,4.72
372,Novyy Urgal,RU,2020-04-20 01:38:25,51.07,132.56,49.42,51,100,15.23
373,Namibe,AO,2020-04-20 01:38:25,-15.2,12.15,74.39,73,74,1.28
374,Palmer,US,2020-04-20 01:38:26,42.16,-72.33,51.8,57,40,11.41
375,Morgan City,US,2020-04-20 01:38:26,29.7,-91.21,78.01,94,90,17.22
376,Mecca,SA,2020-04-20 01:38:26,21.43,39.83,72.68,77,79,1.21
377,Khani,GE,2020-04-20 01:36:36,41.96,42.96,50.0,87,56,10.29
378,Nsanje,MW,2020-04-20 01:38:26,-16.92,35.26,66.96,92,47,2.24
379,Ketchikan,US,2020-04-20 01:38:27,55.34,-131.65,48.2,81,90,16.11
380,Les Cayes,HT,2020-04-20 01:38:27,18.2,-73.75,78.91,76,37,7.61
381,Kangasala,FI,2020-04-20 01:38:27,61.46,24.08,41.0,90,9,3.36
382,Oktyabrskiy,RU,2020-04-20 01:38:27,54.48,53.47,40.55,68,100,1.34
383,Trapani,IT,2020-04-20 01:38:27,37.83,12.67,66.99,72,100,8.05
384,Kirksville,US,2020-04-20 01:38:28,40.19,-92.58,53.6,50,1,5.82
385,Copiapo,CL,2020-04-20 01:38:28,-27.37,-70.33,62.6,77,90,4.7
386,Bulgan,MN,2020-04-20 01:38:28,48.81,103.53,30.92,44,91,11.99
387,Ardea,IT,2020-04-20 01:38:28,41.61,12.51,60.01,87,75,5.82
388,Mabini,PH,2020-04-20 01:38:28,15.6,120.98,86.0,70,40,2.24
389,Waingapu,ID,2020-04-20 01:38:29,-9.66,120.26,85.71,62,58,4.74
390,Zabid,YE,2020-04-20 01:38:29,14.2,43.32,83.77,67,98,9.69
391,Kavaratti,IN,2020-04-20 01:38:29,10.57,72.64,85.66,68,71,6.06
392,Jumla,NP,2020-04-20 01:38:29,29.27,82.18,55.0,23,60,1.57
393,Kalmunai,LK,2020-04-20 01:36:36,7.42,81.82,85.73,71,28,7.11
394,Margate,GB,2020-04-20 01:38:29,51.38,1.39,52.0,68,0,8.01
395,Saravan,AM,2020-04-20 01:38:29,39.72,45.65,42.8,87,20,4.7
396,Mildura,AU,2020-04-20 01:38:30,-34.2,142.15,71.6,53,99,9.17
397,Hauterive,FR,2020-04-20 01:38:30,46.09,3.45,55.4,100,75,4.7
398,Nyrob,RU,2020-04-20 01:38:30,60.73,56.72,32.4,90,5,5.64
399,Arlit,NE,2020-04-20 01:38:30,18.74,7.39,83.53,12,1,9.15
400,Teya,RU,2020-04-20 01:38:30,60.38,92.63,38.68,63,97,7.85
401,Murgab,TM,2020-04-20 01:38:30,37.5,61.97,57.2,71,0,4.7
402,Bahia Honda,CU,2020-04-20 01:38:31,22.9,-83.16,78.91,77,0,10.45
403,Ilulissat,GL,2020-04-20 01:38:31,69.22,-51.1,30.2,46,100,19.46
404,Medicine Hat,CA,2020-04-20 01:36:38,50.05,-110.67,60.8,21,20,16.11
405,Male,MV,2020-04-20 01:38:31,4.17,73.51,85.62,73,96,9.73
406,Tshikapa,CD,2020-04-20 01:38:31,-6.42,20.8,70.61,72,100,1.83
407,Rodionovo-Nesvetayskaya,RU,2020-04-20 01:38:32,47.61,39.71,48.99,81,40,11.18
408,Ust-Ilimsk,RU,2020-04-20 01:38:32,58.0,102.66,34.11,65,0,4.32
409,Beringovskiy,RU,2020-04-20 01:38:32,63.05,179.32,21.47,96,100,17.56
410,Nargana,PA,2020-04-20 01:38:32,9.44,-78.59,80.58,81,92,10.27
411,Pangai,TO,2020-04-20 01:38:32,-19.8,-174.35,84.2,66,20,12.75
412,Teguise,ES,2020-04-20 01:38:32,29.06,-13.56,64.4,72,15,8.05
413,Hirara,JP,2020-04-20 01:38:32,24.8,125.28,73.4,88,75,13.87
414,Reconquista,AR,2020-04-20 01:38:33,-29.15,-59.65,64.04,62,0,5.23
415,Marystown,CA,2020-04-20 01:38:33,47.17,-55.15,37.45,94,100,20.22
416,Barra Do Garcas,BR,2020-04-20 01:38:33,-15.89,-52.26,73.06,82,100,3.2
417,Barda,AZ,2020-04-20 01:38:33,40.37,47.13,56.88,72,79,1.28
418,Eureka,US,2020-04-20 01:38:33,40.8,-124.16,55.0,72,59,3.0
419,Polis,CY,2020-04-20 01:38:33,35.04,32.43,50.0,66,4,6.93
420,Balad,IQ,2020-04-20 01:38:34,34.02,44.15,70.27,46,0,2.98
421,Conde,BR,2020-04-20 01:38:34,-7.26,-34.91,77.0,94,65,2.24
422,Pouebo,NC,2020-04-20 01:38:34,-20.4,164.57,81.61,72,100,3.67
423,Sitka,US,2020-04-20 01:38:34,57.05,-135.33,51.8,81,90,6.93
424,Staryy Nadym,RU,2020-04-20 01:38:34,65.61,72.68,33.6,97,94,12.17
425,Meulaboh,ID,2020-04-20 01:38:34,4.14,96.13,86.14,68,3,2.1
426,Providencia,MX,2020-04-20 01:38:35,28.72,-111.58,75.99,30,80,3.0
427,Dukat,RU,2020-04-20 01:38:35,62.55,155.55,3.6,82,100,6.44
428,Mahibadhoo,MV,2020-04-20 01:34:51,3.78,72.97,85.19,74,86,8.59
429,Kisangani,CD,2020-04-20 01:38:35,0.52,25.2,69.39,84,93,2.1
430,Igualada,ES,2020-04-20 01:38:35,41.58,1.62,57.99,91,100,1.99
431,Flin Flon,CA,2020-04-20 01:38:35,54.77,-101.86,25.75,94,68,8.7
432,Adrar,MR,2020-04-20 01:38:36,20.5,-10.07,72.52,20,0,7.61
433,Barhi,IN,2020-04-20 01:38:36,23.9,80.8,90.79,13,100,3.13
434,Gamba,GA,2020-04-20 01:38:36,-2.65,10.0,77.54,85,100,3.74
435,Solnechnyy,RU,2020-04-20 01:38:36,50.72,136.63,30.6,83,100,7.72
436,Portland,US,2020-04-20 01:36:32,45.52,-122.68,63.0,45,20,8.05
437,Nyandoma,RU,2020-04-20 01:38:36,61.67,40.2,29.52,97,100,4.5
438,Altay,CN,2020-04-20 01:38:37,47.87,88.12,55.11,30,0,2.37
439,Valparaiso,CL,2020-04-20 01:34:23,-33.04,-71.63,62.6,77,0,6.93
440,Parabel,RU,2020-04-20 01:38:37,58.7,81.48,50.52,63,89,6.51
441,Poso,ID,2020-04-20 01:38:37,-1.4,120.75,86.77,62,37,2.44
442,Rodrigues Alves,BR,2020-04-20 01:38:37,-7.74,-72.65,69.04,66,5,1.9
443,Tual,ID,2020-04-20 01:38:37,-5.67,132.75,84.9,72,23,4.81
444,Narrabri,AU,2020-04-20 01:38:38,-30.32,149.78,69.8,35,57,3.36
445,Udimskiy,RU,2020-04-20 01:38:38,61.14,45.91,30.65,94,17,2.13
446,Lata,PT,2020-04-20 01:38:38,40.16,-8.33,53.01,90,100,1.92
447,Tefe,BR,2020-04-20 01:38:38,-3.35,-64.71,73.8,95,91,1.28
448,Hervey Bay,AU,2020-04-20 01:38:38,-25.3,152.85,82.0,57,0,5.82
449,Rio Gallegos,AR,2020-04-20 01:38:38,-51.62,-69.22,42.8,60,63,21.92
450,Montevideo,UY,2020-04-20 01:35:47,-34.83,-56.17,66.2,63,0,4.7
451,Amuntai,ID,2020-04-20 01:38:39,-2.42,115.25,90.41,56,39,3.6
452,Yoichi,JP,2020-04-20 01:38:39,43.2,140.77,48.99,45,75,13.87
453,Bubaque,GW,2020-04-20 01:38:39,11.28,-15.83,77.59,71,48,12.1
454,Pivijay,CO,2020-04-20 01:38:39,10.46,-74.62,80.6,83,97,11.41
455,Ust-Nera,RU,2020-04-20 01:38:39,64.57,143.2,13.19,78,91,2.86
456,Pringsewu,ID,2020-04-20 01:38:40,-5.36,104.97,86.2,67,47,4.21
457,Byron Bay,AU,2020-04-20 01:34:30,-28.65,153.62,75.99,38,49,9.17
458,Scarborough,GB,2020-04-20 01:38:40,54.28,-0.4,44.01,85,0,5.01
459,Ladario,BR,2020-04-20 01:38:40,-19.0,-57.6,73.62,81,1,1.05
460,Xingyi,CN,2020-04-20 01:38:40,24.19,102.82,76.42,18,0,16.13
461,Joshimath,IN,2020-04-20 01:38:40,30.57,79.57,56.59,16,21,1.72
462,Morant Bay,JM,2020-04-20 01:38:41,17.88,-76.41,82.4,74,20,11.41
463,Sydney,AU,2020-04-20 01:37:35,-33.87,151.21,66.99,68,98,9.17
464,Hofn,IS,2020-04-20 01:38:41,64.25,-15.21,44.28,86,99,8.84
465,Gernsheim,DE,2020-04-20 01:38:41,49.76,8.5,51.01,67,5,3.0
466,Isla Vista,US,2020-04-20 01:38:41,34.41,-119.86,63.0,77,90,11.41
467,Kosa,RU,2020-04-20 01:38:42,59.94,55.0,33.03,86,0,4.92
468,Suoyarvi,RU,2020-04-20 01:38:42,62.08,32.35,33.26,91,88,4.41
469,Ishigaki,JP,2020-04-20 01:38:42,24.34,124.16,71.6,100,75,18.34
470,Vysokogornyy,RU,2020-04-20 01:38:42,50.12,139.15,53.26,41,100,2.33
471,Havoysund,NO,2020-04-20 01:38:43,71.0,24.66,39.2,93,75,43.62
472,Vestmanna,FO,2020-04-20 01:36:05,62.16,-7.17,44.6,87,4,17.22
473,Talcahuano,CL,2020-04-20 01:38:43,-36.72,-73.12,57.2,82,100,9.17
474,Boshan,CN,2020-04-20 01:38:43,36.48,117.83,61.0,32,0,3.0
475,Jinan,CN,2020-04-20 01:38:43,36.67,117.0,64.0,30,0,14.65
476,Conceicao Do Araguaia,BR,2020-04-20 01:35:31,-8.26,-49.26,80.6,78,100,3.36
477,Guarapari,BR,2020-04-20 01:38:44,-20.67,-40.5,73.4,78,20,3.36
478,Ucluelet,CA,2020-04-20 01:34:37,48.93,-125.55,61.0,87,75,5.82
479,Palana,RU,2020-04-20 01:38:44,59.12,159.97,15.76,93,100,10.67
480,Hami,CN,2020-04-20 01:38:44,42.8,93.45,65.8,14,89,10.58
481,Severnyy,RU,2020-04-20 01:38:44,50.68,36.55,37.4,64,99,6.71
482,Nador,MA,2020-04-20 01:38:45,35.17,-2.93,62.6,67,0,18.34
483,Artvin,TR,2020-04-20 01:38:45,41.17,41.83,53.6,71,93,14.99
484,Quatre Cocos,MU,2020-04-20 01:38:45,-20.21,57.76,77.0,83,75,12.75
485,Koutsouras,GR,2020-04-20 01:38:45,35.03,25.95,57.99,90,14,1.99
486,San Juan,AR,2020-04-20 01:38:45,-31.54,-68.54,72.75,32,0,7.81
487,Carahue,CL,2020-04-20 01:38:45,-38.7,-73.17,53.6,87,88,1.77
488,Mata,PT,2020-04-20 01:38:46,40.68,-7.46,50.0,93,99,3.94
489,Port Victoria,KE,2020-04-20 01:38:46,0.09,33.98,67.96,65,100,9.13
490,Newala,TZ,2020-04-20 01:38:46,-10.94,39.28,61.99,91,12,3.83
491,Kaitangata,NZ,2020-04-20 01:38:46,-46.28,169.85,60.01,42,79,11.99
492,Umm Lajj,SA,2020-04-20 01:38:46,25.02,37.27,71.49,58,0,4.07
493,Lorengau,PG,2020-04-20 01:35:21,-2.02,147.27,84.49,74,33,6.35
494,Brae,GB,2020-04-20 01:38:47,60.4,-1.35,44.6,75,0,13.87
495,Inuvik,CA,2020-04-20 01:35:05,68.35,-133.72,23.0,53,90,3.36
496,Eydhafushi,MV,2020-04-20 01:38:47,5.1,73.07,85.86,74,91,9.98
497,Ambilobe,MG,2020-04-20 01:36:35,-13.2,49.05,71.08,86,89,4.59
498,Noyabrsk,RU,2020-04-20 01:38:47,63.2,75.45,41.38,69,0,13.73
499,Martyush,RU,2020-04-20 01:38:48,56.4,61.88,42.06,61,37,2.35
500,Resistencia,AR,2020-04-20 01:38:48,-27.46,-58.98,72.0,68,0,5.82
501,Cayenne,GF,2020-04-20 01:38:48,4.93,-52.33,77.0,100,100,10.09
502,Dossor,KZ,2020-04-20 01:38:48,47.53,52.98,57.47,75,11,3.89
503,Jieshi,CN,2020-04-20 01:38:48,22.81,115.83,81.0,80,35,7.14
504,Batemans Bay,AU,2020-04-20 01:34:17,-35.72,150.18,64.99,53,100,13.65
505,Mackay,AU,2020-04-20 01:38:49,-21.15,149.2,86.0,74,40,6.93
506,Caucaia,BR,2020-04-20 01:38:49,-3.74,-38.65,82.99,74,20,3.36
507,Katete,UG,2020-04-20 01:38:49,-0.78,29.75,63.68,61,100,2.98
508,Ayorou,NE,2020-04-20 01:38:49,14.73,0.92,85.08,41,48,10.83
509,Clyde River,CA,2020-04-20 01:38:49,70.47,-68.59,-4.0,76,1,4.7
510,Yichun,CN,2020-04-20 01:38:49,47.7,128.9,45.39,65,100,10.2
511,Kalga,RU,2020-04-20 01:38:50,50.93,118.9,25.77,63,100,22.15
512,Champerico,GT,2020-04-20 01:38:50,14.3,-91.92,83.5,66,80,0.34
513,Ust-Ishim,RU,2020-04-20 01:38:50,57.69,71.17,46.4,62,0,3.0
514,Morondava,MG,2020-04-20 01:38:50,-20.28,44.28,76.93,64,0,10.02
515,Kyra,RU,2020-04-20 01:38:50,49.58,111.98,26.44,55,73,16.53
516,Nioro,GM,2020-04-20 01:38:50,13.35,-15.75,75.94,40,99,8.03
517,Ughelli,NG,2020-04-20 01:38:51,5.49,6.01,74.95,95,100,1.7
518,Chifeng,CN,2020-04-20 01:38:51,42.27,118.96,42.53,38,0,29.37
519,Carballo,ES,2020-04-20 01:38:51,43.21,-8.69,51.01,90,91,1.01
520,Darab,IR,2020-04-20 01:36:19,28.75,54.54,66.9,35,96,1.77
521,Cam Ranh,VN,2020-04-20 01:38:51,11.92,109.16,86.0,84,40,3.36
522,Road Town,VG,2020-04-20 01:34:06,18.42,-64.62,80.01,83,22,11.99
523,Jintur,IN,2020-04-20 01:38:52,19.62,76.7,93.87,18,38,5.68
524,San Isidro,PE,2020-04-20 01:38:52,-12.12,-77.05,69.8,77,30,10.29
525,Chilca,PE,2020-04-20 01:38:52,-12.52,-76.74,69.8,77,0,10.29
526,Kyabram,AU,2020-04-20 01:38:52,-36.32,145.05,70.0,33,100,14.5
527,Correia Pinto,BR,2020-04-20 01:38:52,-27.58,-50.36,52.16,75,11,2.8
528,Guilin,CN,2020-04-20 01:38:52,25.28,110.29,64.4,88,90,1.34
529,Wewak,PG,2020-04-20 01:38:53,-3.55,143.63,85.17,70,45,5.53
530,Baillif,GP,2020-04-20 01:38:53,16.02,-61.75,77.0,78,75,4.7
531,Nhulunbuy,AU,2020-04-20 01:38:53,-12.23,136.77,89.6,55,20,11.41
532,Emirdag,TR,2020-04-20 01:38:53,39.02,31.15,52.21,37,9,3.44
533,Smithers,CA,2020-04-20 01:34:13,54.78,-127.17,66.2,52,5,11.41
534,San Cristobal,VE,2020-04-20 01:38:53,7.77,-72.22,67.6,63,98,1.95
535,Bismarck,US,2020-04-20 01:34:03,46.81,-100.78,53.6,22,1,12.75
536,Kieta,PG,2020-04-20 01:38:55,-6.22,155.63,83.73,74,95,3.91
537,Ihosy,MG,2020-04-20 01:38:55,-22.4,46.12,62.04,71,21,12.17
538,Brazzaville,CG,2020-04-20 01:38:55,-4.27,15.28,77.0,83,40,4.7
539,Roswell,US,2020-04-20 01:35:35,34.02,-84.36,51.8,93,90,5.59
540,Jega,NG,2020-04-20 01:38:55,12.22,4.38,88.54,42,57,15.01
541,Russell,US,2020-04-20 01:38:55,32.35,-85.2,62.6,93,90,9.17
542,Coahuayana,MX,2020-04-20 01:38:56,18.73,-103.68,73.35,82,0,3.44
543,Salantai,LT,2020-04-20 01:38:56,56.07,21.57,30.2,92,0,2.24
544,Gat,IL,2020-04-20 01:38:56,31.61,34.76,62.01,75,0,3.0
545,Nizhnyaya Tavda,RU,2020-04-20 01:38:56,57.67,66.17,44.38,59,3,6.67
546,Chernyshevsk,RU,2020-04-20 01:38:56,52.52,117.02,28.51,58,100,16.78
547,Lomza,PL,2020-04-20 01:38:57,53.18,22.06,27.0,85,0,4.79
548,Salalah,OM,2020-04-20 01:38:57,17.02,54.09,80.6,74,20,4.7
549,Spearfish,US,2020-04-20 01:38:57,44.49,-103.86,41.0,80,75,8.05
550,Oyama,JP,2020-04-20 01:35:04,36.3,139.8,55.0,87,75,3.36
551,Guerrero Negro,MX,2020-04-20 01:37:44,27.98,-114.06,60.48,78,99,19.82
552,Ajdabiya,LY,2020-04-20 01:38:58,30.76,20.23,68.56,35,100,10.33
553,Dumas,US,2020-04-20 01:38:58,35.87,-101.97,66.99,52,1,5.82
554,Nowy Targ,PL,2020-04-20 01:38:58,49.48,20.03,32.0,77,8,9.17
555,Ust-Kuyga,RU,2020-04-20 01:38:59,70.02,135.6,17.65,92,100,8.12
